Sport,Gender,Event,Medal,Team
Wrestling,M,Freestyle Light Flyweight,BRONZE,Japan
Wrestling,M,Freestyle Flyweight,BRONZE,South Korea
Wrestling,M,Freestyle Bantamweight,GOLD,Soviet Union
Wrestling,M,Freestyle Bantamweight,SILVER,East Germany
Wrestling,M,Freestyle Bantamweight,BRONZE,Japan
Wrestling,M,Freestyle Featherweight,GOLD,South Korea
Wrestling,M,Freestyle Featherweight,SILVER,Mongolia
Wrestling,M,Freestyle Lightweight,GOLD,Soviet Union
Wrestling,M,Freestyle Welterweight,SILVER,Iran
Wrestling,M,Freestyle Middleweight,BRONZE,West Germany
Wrestling,M,Freestyle Light Heavyweight,BRONZE,Romania
Wrestling,M,Freestyle Heavyweight,BRONZE,Bulgaria
Wrestling,M,Freestyle Super Heavyweight,SILVER,Hungary
Wrestling,M,Freestyle Super Heavyweight,BRONZE,Romania
Wrestling,M,Greco-Roman Light Flyweight,GOLD,Soviet Union
Wrestling,M,Greco-Roman Light Flyweight,SILVER,Romania
Wrestling,M,Greco-Roman Flyweight,SILVER,Romania
Wrestling,M,Greco-Roman Flyweight,BRONZE,Japan
Wrestling,M,Greco-Roman Bantamweight,GOLD,Finland
Wrestling,M,Greco-Roman Bantamweight,SILVER,Yugoslavia
Wrestling,M,Greco-Roman Featherweight,GOLD,Poland
Wrestling,M,Greco-Roman Lightweight,BRONZE,East Germany
Wrestling,M,Greco-Roman Welterweight,SILVER,Czechoslovakia
Wrestling,M,Greco-Roman Welterweight,BRONZE,West Germany
Wrestling,M,Greco-Roman Middleweight,BRONZE,Bulgaria
Wrestling,M,Greco-Roman Heavyweight,SILVER,Bulgaria
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Poland
Alpine Skiing,M,Downhill,BRONZE,Canada
Alpine Skiing,F,Downhill,SILVER,Liechtenstein
Alpine Skiing,F,Downhill,BRONZE,Switzerland
Alpine Skiing,M,Giant Slalom,GOLD,Sweden
Alpine Skiing,M,Giant Slalom,SILVER,Liechtenstein
Alpine Skiing,F,Giant Slalom,GOLD,Liechtenstein
Alpine Skiing,M,Slalom,GOLD,Sweden
Alpine Skiing,M,Slalom,BRONZE,Switzerland
Alpine Skiing,F,Slalom,GOLD,Liechtenstein
Alpine Skiing,F,Slalom,SILVER,West Germany
Alpine Skiing,F,Slalom,BRONZE,Switzerland
Archery,M,Individual,GOLD,Finland
Archery,M,Individual,SILVER,Soviet Union
Archery,F,Individual,GOLD,Soviet Union
Archery,F,Individual,BRONZE,Finland
Athletics,M,100m,BRONZE,Bulgaria
Athletics,F,100m,GOLD,Soviet Union
Athletics,F,100m,BRONZE,East Germany
Athletics,M,200m,BRONZE,Jamaica
Athletics,F,200m,SILVER,Soviet Union
Athletics,F,200m,BRONZE,Jamaica
Athletics,M,400m,GOLD,Soviet Union
Athletics,M,400m,SILVER,Australia
Athletics,M,400m,BRONZE,East Germany
Athletics,F,400m,SILVER,Czechoslovakia
Athletics,M,800m,BRONZE,Soviet Union
Athletics,F,800m,BRONZE,Soviet Union
Athletics,M,1500m,SILVER,East Germany
Athletics,F,1500m,BRONZE,Soviet Union
Athletics,M,5000m,GOLD,Ethiopia
Athletics,M,10000m,GOLD,Ethiopia
Athletics,M,5000m,SILVER,Tanzania
Athletics,M,Marathon,SILVER,Netherlands
Athletics,M,Marathon,BRONZE,Soviet Union
Athletics,F,100m Hurdles,GOLD,Soviet Union
Athletics,F,100m Hurdles,SILVER,East Germany
Athletics,F,100m Hurdles,BRONZE,Poland
Athletics,M,110m Hurdles,GOLD,East Germany
Athletics,M,400m Hurdles,GOLD,East Germany
Athletics,M,3000m Steeplechase,SILVER,Tanzania
Athletics,M,3000m Steeplechase,BRONZE,Ethiopia
Athletics,M,4x100m Relay,GOLD,Soviet Union
Athletics,F,4x100m Relay,SILVER,Soviet Union
Athletics,M,4x400m Relay,GOLD,Soviet Union
Athletics,M,4x400m Relay,SILVER,East Germany
Athletics,M,4x400m Relay,BRONZE,Italy
Athletics,F,4x400m Relay,GOLD,Soviet Union
Athletics,F,4x400m Relay,SILVER,East Germany
Athletics,F,4x400m Relay,BRONZE,Great Britain
Athletics,M,20km Walk,GOLD,Italy
Athletics,M,50km Walk,SILVER,Spain
Athletics,M,50km Walk,BRONZE,Soviet Union
Athletics,M,High Jump,GOLD,East Germany
Athletics,M,High Jump,SILVER,Poland
Athletics,M,High Jump,BRONZE,East Germany
Athletics,F,High Jump,GOLD,Italy
Athletics,F,High Jump,BRONZE,East Germany
Athletics,M,Long Jump,GOLD,East Germany
Athletics,F,Long Jump,SILVER,East Germany
Athletics,M,Pole Vault,SILVER,Soviet Union
Athletics,M,Pole Vault,SILVER,Poland
Athletics,M,Discus Throw,GOLD,Soviet Union
Athletics,M,Discus Throw,BRONZE,Cuba
Athletics,M,Javelin Throw,BRONZE,East Germany
Athletics,F,Javelin Throw,GOLD,Cuba
Athletics,F,Javelin Throw,BRONZE,East Germany
Athletics,M,Shot Put,GOLD,Soviet Union
Athletics,F,Shot Put,BRONZE,East Germany
Athletics,F,Pentathlon,SILVER,Soviet Union
Basketball,M,Team,GOLD,Yugoslavia
Basketball,M,Team,SILVER,Italy
Basketball,F,Team,SILVER,Bulgaria
Basketball,F,Team,BRONZE,Yugoslavia
Biathlon,M,10km Biathlon,GOLD,East Germany
Biathlon,M,10km Biathlon,SILVER,Soviet Union
Biathlon,M,10km Biathlon,BRONZE,Soviet Union
Biathlon,M,20km Individual,BRONZE,East Germany
Biathlon,M,4x7.5km Relay,SILVER,East Germany
Biathlon,M,4x7.5km Relay,BRONZE,West Germany
Bobsleigh,M,2-Man Bobsled,SILVER,East Germany
Bobsleigh,M,2-Man Bobsled,BRONZE,East Germany
Bobsleigh,M,4-Man Bobsled,BRONZE,East Germany
Boxing,M,Light Flyweight,GOLD,Soviet Union
Boxing,M,Light Flyweight,SILVER,Cuba
Boxing,M,Light Flyweight,BRONZE,Bulgaria
Boxing,M,Light Flyweight,BRONZE,North Korea
Boxing,M,Flyweight,BRONZE,Hungary
Boxing,M,Bantamweight,SILVER,Venezuela
Boxing,M,Bantamweight,BRONZE,Romania
Boxing,M,Bantamweight,BRONZE,Guyana
Boxing,M,Featherweight,GOLD,East Germany
Boxing,M,Featherweight,SILVER,Cuba
Boxing,M,Featherweight,BRONZE,Soviet Union
Boxing,M,Lightweight,GOLD,Cuba
Boxing,M,Lightweight,BRONZE,East Germany
Boxing,M,Lightweight,BRONZE,Poland
Boxing,M,Light Welterweight,GOLD,Italy
Boxing,M,Light Welterweight,BRONZE,Great Britain
Boxing,M,Light Welterweight,BRONZE,Cuba
Boxing,M,Welterweight,SILVER,Uganda
Boxing,M,Welterweight,BRONZE,East Germany
Boxing,M,Light Middleweight,GOLD,Cuba
Boxing,M,Light Middleweight,SILVER,Soviet Union
Boxing,M,Light Middleweight,BRONZE,Czechoslovakia
Boxing,M,Middleweight,GOLD,Cuba
Boxing,M,Light Heavyweight,BRONZE,East Germany
Boxing,M,Light Heavyweight,BRONZE,Cuba
Boxing,M,Heavyweight,BRONZE,East Germany
Boxing,M,Heavyweight,BRONZE,Hungary
Canoeing,M,C1 500m Canadian Singles,SILVER,Bulgaria
Canoeing,M,C1 500m Canadian Singles,BRONZE,East Germany
Canoeing,M,C1 1000m Canadian Singles,GOLD,Bulgaria
Canoeing,M,C1 1000m Canadian Singles,BRONZE,East Germany
Canoeing,M,C2 500m Canadian Pairs,GOLD,Hungary
Canoeing,M,C2 500m Canadian Pairs,SILVER,Romania
Canoeing,M,C2 500m Canadian Pairs,BRONZE,Bulgaria
Canoeing,M,C2 1000m Canadian Pairs,SILVER,East Germany
Canoeing,M,K1 500m Kayak Singles,GOLD,Soviet Union
Canoeing,M,K1 500m Kayak Singles,SILVER,Australia
Canoeing,M,K1 500m Kayak Singles,BRONZE,Romania
Canoeing,F,K1 500m Kayak Singles,SILVER,Bulgaria
Canoeing,M,K1 1000m Kayak Singles,SILVER,France
Canoeing,M,K2 500m Kayak Pairs,SILVER,Spain
Canoeing,M,K2 500m Kayak Pairs,BRONZE,East Germany
Canoeing,F,K2 500m Kayak Pairs,GOLD,East Germany
Canoeing,F,K2 500m Kayak Pairs,SILVER,Soviet Union
Canoeing,F,K2 500m Kayak Pairs,BRONZE,Hungary
Canoeing,M,K2 1000m Kayak Pairs,BRONZE,Spain
Canoeing,M,K4 1000m Kayak Fours,GOLD,East Germany
Canoeing,M,K4 1000m Kayak Fours,BRONZE,Bulgaria
Cross-country skiing,F,10km,GOLD,East Germany
Cross-country skiing,M,30km,SILVER,Soviet Union
Cross-country skiing,M,30km,BRONZE,Bulgaria
Cross-country skiing,M,50km,GOLD,Soviet Union
Cross-country skiing,F,4x5km Relay,GOLD,East Germany
Cross-country skiing,F,4x5km Relay,SILVER,Soviet Union
Cross-country skiing,F,4x5km Relay,BRONZE,Norway
Cycling,M,Individual Road Race,SILVER,Poland
Cycling,M,Individual Road Race,BRONZE,Soviet Union
Cycling,M,Team Time Trials,SILVER,East Germany
Cycling,M,Team Time Trials,BRONZE,Czechoslovakia
Cycling,M,Individual Sprint,GOLD,East Germany
Cycling,M,1000m Time Trial,SILVER,Soviet Union
Cycling,M,1000m Time Trial,BRONZE,Jamaica
Cycling,M,Individual Pursuit,GOLD,Switzerland
Cycling,M,Individual Pursuit,SILVER,France
Cycling,M,Team Pursuit,GOLD,Soviet Union
Cycling,M,Team Pursuit,BRONZE,Czechoslovakia
Diving,M,Platform,GOLD,East Germany
Diving,M,Platform,SILVER,Soviet Union
Diving,F,Platform,GOLD,East Germany
Diving,M,Springboard,SILVER,Mexico
Diving,M,Springboard,BRONZE,Italy
Diving,F,Springboard,GOLD,Soviet Union
Equestrian,F,"Dressage, Individual",GOLD,Austria
Equestrian,M,"Dressage, Individual",SILVER,Soviet Union
Equestrian,M,"Dressage, Team",SILVER,Bulgaria
Equestrian,M,"Dressage, Team",BRONZE,Romania
Equestrian,F,"Dressage, Team",BRONZE,Romania
Equestrian,M,"Jumping, Individual",GOLD,Poland
Equestrian,M,"Jumping, Individual",SILVER,Soviet Union
Equestrian,M,"Jumping, Individual",BRONZE,Mexico
Equestrian,M,"Jumping, Team",GOLD,Soviet Union
Equestrian,M,"Jumping, Team",BRONZE,Mexico
Equestrian,M,"Three-Day Event, Individual",SILVER,Soviet Union
Equestrian,M,"Three-Day Event, Individual",BRONZE,Soviet Union
Equestrian,M,"Three-Day Event, Team",GOLD,Soviet Union
Equestrian,F,"Three-Day Event, Team",SILVER,Italy
Fencing,M,"Foil, Individual",BRONZE,Soviet Union
Fencing,F,"Foil, Individual",GOLD,France
Fencing,F,"Foil, Individual",BRONZE,Poland
Fencing,F,"Foil, Team",GOLD,France
Fencing,M,"Épée, Individual",GOLD,Sweden
Fencing,M,"Épée, Individual",SILVER,Hungary
Fencing,M,"Épée, Team",SILVER,Poland
Field Hockey,M,Team,SILVER,Spain
Field Hockey,M,Team,BRONZE,Soviet Union
Field Hockey,F,Team,GOLD,Zimbabwe
Field Hockey,F,Team,SILVER,Czechoslovakia
Field Hockey,F,Team,BRONZE,Soviet Union
Figure Skating,M,Individual,SILVER,East Germany
Figure Skating,F,Individual,GOLD,East Germany
Figure Skating,F,Individual,BRONZE,West Germany
Figure Skating,M,Ice Dancing,SILVER,Hungary
Figure Skating,F,Ice Dancing,SILVER,Hungary
Figure Skating,M,Ice Dancing,BRONZE,Soviet Union
Figure Skating,F,Ice Dancing,BRONZE,Soviet Union
Football,M,Team Soccer,GOLD,Czechoslovakia
Football,M,Team Soccer,SILVER,East Germany
Gymnastics,M,Individual All-around,BRONZE,Bulgaria
Gymnastics,F,Individual All-around,SILVER,Romania
Gymnastics,M,Team All-Around,SILVER,East Germany
Gymnastics,M,Floor Exercises,GOLD,East Germany
Gymnastics,M,Floor Exercises,BRONZE,Soviet Union
Gymnastics,F,Floor Exercises,GOLD,Romania
Gymnastics,F,Floor Exercises,BRONZE,East Germany
Gymnastics,M,Horizontal Bar,GOLD,Bulgaria
Gymnastics,M,Parallel Bars,BRONZE,East Germany
Gymnastics,F,Uneven Bars,BRONZE,East Germany
Gymnastics,F,Uneven Bars,BRONZE,Romania
Gymnastics,M,Horse Vault,BRONZE,East Germany
Gymnastics,F,Horse Vault,BRONZE,Romania
Handball,M,Team,GOLD,East Germany
Handball,M,Team,SILVER,Soviet Union
Handball,F,Team,SILVER,Yugoslavia
Handball,F,Team,BRONZE,East Germany
Ice Hockey,M,Ice Hockey,SILVER,Soviet Union
Judo,M,Extra Lightweight,GOLD,France
Judo,M,Extra Lightweight,SILVER,Cuba
Judo,M,Extra Lightweight,BRONZE,Soviet Union
Judo,M,Extra Lightweight,BRONZE,Hungary
Judo,M,Half Lightweight,GOLD,Soviet Union
Judo,M,Half Lightweight,SILVER,Mongolia
Judo,M,Half Lightweight,BRONZE,Bulgaria
Judo,M,Half Lightweight,BRONZE,Poland
Judo,M,Lightweight,GOLD,Italy
Judo,M,Lightweight,SILVER,Great Britain
Judo,M,Lightweight,BRONZE,East Germany
Judo,M,Lightweight,BRONZE,Mongolia
Judo,M,Half Middleweight,SILVER,Cuba
Judo,M,Middleweight,GOLD,Switzerland
Judo,M,Middleweight,SILVER,Cuba
Judo,M,Middleweight,BRONZE,Soviet Union
Judo,M,Middleweight,BRONZE,East Germany
Judo,M,Half Heavyweight,GOLD,Belgium
Judo,M,Half Heavyweight,BRONZE,East Germany
Judo,M,Half Heavyweight,BRONZE,Netherlands
Judo,M,Heavyweight,GOLD,France
Judo,M,Heavyweight,SILVER,Bulgaria
Judo,M,Heavyweight,BRONZE,Czechoslovakia
Judo,M,Heavyweight,BRONZE,Yugoslavia
Judo,M,Open Class,GOLD,East Germany
Judo,M,Open Class,SILVER,France
Judo,M,Open Class,BRONZE,Hungary
Judo,M,Open Class,BRONZE,Great Britain
Luge,M,Singles,SILVER,Italy
Luge,M,Singles,BRONZE,West Germany
Luge,F,Singles,GOLD,Soviet Union
Luge,F,Singles,BRONZE,Soviet Union
Luge,M,Doubles,SILVER,Italy
Modern Pentathlon,M,Individual,GOLD,Soviet Union
Modern Pentathlon,M,Team,BRONZE,Sweden
Rowing,M,Single Sculls,SILVER,Soviet Union
Rowing,F,Single Sculls,GOLD,Romania
Rowing,F,Single Sculls,SILVER,Soviet Union
Rowing,F,Single Sculls,BRONZE,East Germany
Rowing,M,Quadruple Sculls,BRONZE,Bulgaria
Rowing,M,Double Sculls,GOLD,East Germany
Rowing,M,Double Sculls,SILVER,Yugoslavia
Rowing,F,Double Sculls,GOLD,Soviet Union
Rowing,F,Double Sculls,BRONZE,Romania
Rowing,M,Coxless Pairs,BRONZE,Great Britain
Rowing,F,Coxless Pairs,GOLD,East Germany
Rowing,F,Coxless Pairs,SILVER,Poland
Rowing,F,Coxless Pairs,BRONZE,Bulgaria
Rowing,M,Coxless Fours,SILVER,Soviet Union
Rowing,M,Coxless Fours,BRONZE,Great Britain
Rowing,F,Coxed Quadruple Sculls,BRONZE,Bulgaria
Rowing,M,Coxed Pairs,BRONZE,Yugoslavia
Rowing,M,Coxed Fours,GOLD,East Germany
Rowing,M,Coxed Fours,SILVER,Soviet Union
Rowing,F,Coxed Eights,BRONZE,Romania
Sailing,M,Mixed One Person Dinghy,GOLD,Finland
Sailing,M,Mixed Two Person Dinghy,GOLD,Brazil
Sailing,M,Mixed Two Person Dinghy,SILVER,East Germany
Sailing,M,Mixed Two Person Dinghy,BRONZE,Finland
Sailing,M,Mixed Two Person Keelboat,SILVER,Austria
Sailing,M,Mixed Two Person Heavyweight Dinghy,GOLD,Spain
Sailing,M,Mixed Two Person Heavyweight Dinghy,SILVER,Ireland
Sailing,M,Mixed Two Person Heavyweight Dinghy,BRONZE,Hungary
Sailing,M,Tornado (Mixed Multihull),GOLD,Brazil
Sailing,M,Tornado (Mixed Multihull),SILVER,Denmark
Sailing,M,Tornado (Mixed Multihull),BRONZE,Sweden
Sailing,M,Mixed Three Person Keelboat,SILVER,Soviet Union
Sailing,M,Mixed Three Person Keelboat,BRONZE,Greece
Shooting,M,25m Rapid-Fire Pistol,BRONZE,Austria
Shooting,M,50m Free Pistol,BRONZE,Bulgaria
Shooting,M,50m Running Target,SILVER,East Germany
Shooting,M,50m Running Target,BRONZE,Soviet Union
Shooting,M,"50m Small-Bore Rifle, Prone",SILVER,East Germany
Shooting,M,"50m Small-Bore Rifle, Prone",BRONZE,Bulgaria
Shooting,M,"50m Small-Bore Rifle, Three Positions",SILVER,East Germany
Shooting,M,Skeet,GOLD,Denmark
Shooting,M,Skeet,SILVER,Sweden
Shooting,M,Skeet,BRONZE,Cuba
Ski jumping,M,Large Hill,GOLD,Finland
Ski jumping,M,Large Hill,BRONZE,Finland
Ski jumping,M,Normal Hill,GOLD,Austria
Speed Skating,M,500m,BRONZE,Netherlands
Speed Skating,F,500m,GOLD,East Germany
Speed Skating,M,1000m,SILVER,Canada
Speed Skating,M,1000m,BRONZE,Norway
Speed Skating,F,1000m,BRONZE,East Germany
Speed Skating,F,1500m,GOLD,Netherlands
Speed Skating,F,1500m,BRONZE,East Germany
Speed Skating,F,3000m,GOLD,Norway
Speed Skating,F,3000m,BRONZE,United States
Swimming,M,100m Freestyle,GOLD,East Germany
Swimming,M,100m Freestyle,SILVER,Sweden
Swimming,F,100m Freestyle,BRONZE,East Germany
Swimming,M,200m Freestyle,GOLD,Soviet Union
Swimming,M,200m Freestyle,SILVER,Soviet Union
Swimming,M,200m Freestyle,BRONZE,Australia
Swimming,F,200m Freestyle,SILVER,East Germany
Swimming,F,200m Freestyle,BRONZE,East Germany
Swimming,M,400m Freestyle,GOLD,Soviet Union
Swimming,M,400m Freestyle,SILVER,Soviet Union
Swimming,F,400m Freestyle,SILVER,East Germany
Swimming,F,800m Freestyle,GOLD,Australia
Swimming,F,800m Freestyle,SILVER,East Germany
Swimming,F,800m Freestyle,BRONZE,East Germany
Swimming,M,1500m Freestyle,GOLD,Soviet Union
Swimming,M,1500m Freestyle,SILVER,Soviet Union
Swimming,F,4x100m Freestyle Relay,GOLD,East Germany
Swimming,F,4x100m Freestyle Relay,SILVER,Sweden
Swimming,M,4x200m Freestyle Relay,GOLD,Soviet Union
Swimming,M,4x200m Freestyle Relay,SILVER,East Germany
Swimming,M,4x200m Freestyle Relay,BRONZE,Brazil
Swimming,M,100m Backstroke,GOLD,Sweden
Swimming,M,100m Backstroke,SILVER,Soviet Union
Swimming,M,100m Backstroke,BRONZE,Soviet Union
Swimming,F,100m Backstroke,BRONZE,East Germany
Swimming,M,200m Backstroke,GOLD,Hungary
Swimming,M,200m Backstroke,SILVER,Hungary
Swimming,M,200m Backstroke,BRONZE,Australia
Swimming,F,200m Backstroke,BRONZE,East Germany
Swimming,M,100m Breaststroke,GOLD,Great Britain
Swimming,M,100m Breaststroke,BRONZE,Australia
Swimming,F,100m Breaststroke,BRONZE,Denmark
Swimming,M,200m Breaststroke,GOLD,Soviet Union
Swimming,M,200m Breaststroke,SILVER,Hungary
Swimming,M,100m Butterfly,GOLD,Sweden
Swimming,M,100m Butterfly,SILVER,East Germany
Swimming,M,100m Butterfly,BRONZE,Spain
Swimming,F,100m Butterfly,BRONZE,East Germany
Swimming,M,200m Butterfly,GOLD,Soviet Union
Swimming,M,200m Butterfly,BRONZE,East Germany
Swimming,F,200m Butterfly,BRONZE,Australia
Swimming,M,400m Individual Medley,GOLD,Soviet Union
Swimming,M,400m Individual Medley,SILVER,Soviet Union
Swimming,F,400m Individual Medley,SILVER,Great Britain
Swimming,F,400m Individual Medley,BRONZE,Poland
Swimming,M,4x100m Medley Relay,GOLD,Australia
Swimming,M,4x100m Medley Relay,SILVER,Soviet Union
Swimming,M,4x100m Medley Relay,BRONZE,Great Britain
Swimming,F,4x100m Medley Relay,SILVER,Great Britain
Volleyball,M,"Indoor, Teams",SILVER,Bulgaria
Volleyball,M,"Indoor, Teams",BRONZE,Romania
Volleyball,F,"Indoor, Teams",SILVER,East Germany
Volleyball,F,"Indoor, Teams",BRONZE,Bulgaria
Weightlifting,M,Flyweight,SILVER,North Korea
Weightlifting,M,Flyweight,BRONZE,North Korea
Weightlifting,M,Bantamweight,GOLD,Cuba
Weightlifting,M,Lightweight,GOLD,Bulgaria
Weightlifting,M,Lightweight,SILVER,East Germany
Weightlifting,M,Lightweight,BRONZE,Bulgaria
Weightlifting,M,Middleweight,BRONZE,Bulgaria
Weightlifting,M,Light Heavyweight,BRONZE,Czechoslovakia
Weightlifting,M,Middle Heavyweight,GOLD,Hungary
Weightlifting,M,Middle Heavyweight,BRONZE,East Germany
Weightlifting,M,Heavyweight,BRONZE,Cuba
Weightlifting,M,Heavyweight II,GOLD,Soviet Union
Weightlifting,M,Heavyweight II,SILVER,Bulgaria
Weightlifting,M,Heavyweight II,BRONZE,Hungary
Weightlifting,M,Super Heavyweight,BRONZE,Poland
Wrestling,M,Freestyle Light Flyweight,GOLD,Italy
Wrestling,M,Freestyle Light Flyweight,SILVER,North Korea
Wrestling,M,Freestyle Light Flyweight,BRONZE,Soviet Union
Wrestling,M,Freestyle Flyweight,SILVER,Poland
Wrestling,M,Freestyle Flyweight,BRONZE,Bulgaria
Wrestling,M,Freestyle Bantamweight,SILVER,North Korea
Wrestling,M,Freestyle Bantamweight,BRONZE,Mongolia
Wrestling,M,Freestyle Featherweight,BRONZE,Greece
Wrestling,M,Freestyle Lightweight,BRONZE,Yugoslavia
Wrestling,M,Freestyle Welterweight,GOLD,Bulgaria
Wrestling,M,Freestyle Welterweight,SILVER,Mongolia
Wrestling,M,Freestyle Welterweight,BRONZE,Czechoslovakia
Wrestling,M,Freestyle Light Heavyweight,SILVER,East Germany
Wrestling,M,Freestyle Light Heavyweight,BRONZE,Poland
Wrestling,M,Freestyle Heavyweight,BRONZE,Czechoslovakia
Wrestling,M,Freestyle Super Heavyweight,BRONZE,Poland
Wrestling,M,Greco-Roman Light Flyweight,BRONZE,Hungary
Wrestling,M,Greco-Roman Flyweight,SILVER,Hungary
Wrestling,M,Greco-Roman Flyweight,BRONZE,Bulgaria
Wrestling,M,Greco-Roman Bantamweight,BRONZE,Sweden
Wrestling,M,Greco-Roman Featherweight,GOLD,Greece
Wrestling,M,Greco-Roman Lightweight,GOLD,Romania
Wrestling,M,Greco-Roman Lightweight,SILVER,Poland
Wrestling,M,Greco-Roman Middleweight,SILVER,Poland
Wrestling,M,Greco-Roman Light Heavyweight,GOLD,Hungary
Wrestling,M,Greco-Roman Heavyweight,GOLD,Bulgaria
Wrestling,M,Greco-Roman Heavyweight,SILVER,Poland
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Romania
Wrestling,M,Greco-Roman Super Heavyweight,BRONZE,Lebanon
Alpine Skiing,M,Downhill,GOLD,United States
Alpine Skiing,F,Downhill,BRONZE,Czechoslovakia
Alpine Skiing,M,Giant Slalom,SILVER,Yugoslavia
Alpine Skiing,M,Giant Slalom,BRONZE,Liechtenstein
Alpine Skiing,M,Slalom,GOLD,United States
Alpine Skiing,F,Slalom,GOLD,Italy
Archery,M,Individual,SILVER,United States
Archery,M,Individual,BRONZE,Japan
Archery,F,Individual,GOLD,South Korea
Archery,F,Individual,SILVER,China
Archery,F,Individual,BRONZE,South Korea
Athletics,F,100m,BRONZE,Jamaica
Athletics,F,200m,SILVER,United States
Athletics,M,400m,SILVER,Ivory Coast
Athletics,F,400m,GOLD,United States
Athletics,F,400m,SILVER,United States
Athletics,F,400m,BRONZE,Great Britain
Athletics,M,800m,GOLD,Brazil
Athletics,F,800m,GOLD,Romania
Athletics,F,800m,SILVER,United States
Athletics,F,800m,BRONZE,Romania
Athletics,M,1500m,BRONZE,Spain
Athletics,F,1500m,GOLD,Italy
Athletics,F,1500m,SILVER,Romania
Athletics,F,1500m,BRONZE,Romania
Athletics,F,3000m,GOLD,Romania
Athletics,F,3000m,SILVER,Great Britain
Athletics,F,3000m,BRONZE,Canada
Athletics,M,5000m,GOLD,Morocco
Athletics,M,5000m,SILVER,Switzerland
Athletics,M,5000m,BRONZE,Portugal
Athletics,M,10000m,GOLD,Italy
Athletics,M,10000m,SILVER,Great Britain
Athletics,M,10000m,BRONZE,Kenya
Athletics,M,Marathon,GOLD,Portugal
Athletics,M,Marathon,SILVER,Ireland
Athletics,M,Marathon,BRONZE,Great Britain
Athletics,F,Marathon,GOLD,United States
Athletics,F,Marathon,SILVER,Norway
Athletics,F,Marathon,BRONZE,Portugal
Athletics,F,100m Hurdles,GOLD,United States
Athletics,F,100m Hurdles,SILVER,Great Britain
Athletics,F,100m Hurdles,BRONZE,United States
Athletics,F,100m Hurdles,BRONZE,France
Athletics,M,110m Hurdles,BRONZE,Finland
Athletics,M,400m Hurdles,BRONZE,West Germany
Athletics,F,400m Hurdles,GOLD,Morocco
Athletics,F,400m Hurdles,SILVER,United States
Athletics,F,400m Hurdles,BRONZE,Romania
Athletics,M,3000m Steeplechase,SILVER,France
Athletics,M,4x100m Relay,SILVER,Jamaica
Athletics,M,4x100m Relay,BRONZE,Canada
